V1	V2	V3	V4	V5	V6
H2_Bulk_Litter_12_scaffold_28101_1	H2_Bulk_Litter_12_scaffold_28101_1	MER	1	321	+
H2_Bulk_Litter_12_scaffold_282_2	H2_Bulk_Litter_12_scaffold_282_2	MER	1	1045	+
H2_Bulk_Litter_12_scaffold_28640_1	H2_Bulk_Litter_12_scaffold_28640_1	MER	11	278	+
H2_Bulk_Litter_12_scaffold_28885_1	H2_Bulk_Litter_12_scaffold_28885_1	MER	17	344	+
H2_Bulk_Litter_12_scaffold_28888_1	H2_Bulk_Litter_12_scaffold_28888_1	MER	1	269	+
H2_Bulk_Litter_12_scaffold_29990_1	H2_Bulk_Litter_12_scaffold_29990_1	MER	1	342	+
H2_Bulk_Litter_12_scaffold_30056_1	H2_Bulk_Litter_12_scaffold_30056_1	MER	5	279	+
H2_Bulk_Litter_12_scaffold_30_3	H2_Bulk_Litter_12_scaffold_30_3	MER	4	463	+
H2_Bulk_Litter_12_scaffold_30310_1	H2_Bulk_Litter_12_scaffold_30310_1	MER	27	333	+
H2_Bulk_Litter_12_scaffold_30501_1	H2_Bulk_Litter_12_scaffold_30501_1	MER	11	315	+
H2_Bulk_Litter_12_scaffold_30556_2	H2_Bulk_Litter_12_scaffold_30556_2	MER	63	165	+
H2_Bulk_Litter_12_scaffold_30617_2	H2_Bulk_Litter_12_scaffold_30617_2	MER	40	295	+
H2_Bulk_Litter_12_scaffold_30663_1	H2_Bulk_Litter_12_scaffold_30663_1	MER	1	264	+
H2_Bulk_Litter_12_scaffold_30951_1	H2_Bulk_Litter_12_scaffold_30951_1	MER	1	309	+
H2_Bulk_Litter_12_scaffold_36_1	H2_Bulk_Litter_12_scaffold_36_1	MER	9	471	+
H2_Bulk_Litter_12_scaffold_3758_1	H2_Bulk_Litter_12_scaffold_3758_1	MER	1	274	+
H2_Bulk_Litter_12_scaffold_4370_1	H2_Bulk_Litter_12_scaffold_4370_1	MER	1	295	+
H2_Bulk_Litter_12_scaffold_4512_1	H2_Bulk_Litter_12_scaffold_4512_1	MER	14	239	+
H2_Bulk_Litter_12_scaffold_4555_1	H2_Bulk_Litter_12_scaffold_4555_1	MER	17	667	+
H2_Bulk_Litter_12_scaffold_4609_1	H2_Bulk_Litter_12_scaffold_4609_1	MER	17	658	+
H2_Bulk_Litter_12_scaffold_4707_2	H2_Bulk_Litter_12_scaffold_4707_2	MER	1	446	+
H2_Bulk_Litter_12_scaffold_4738_1	H2_Bulk_Litter_12_scaffold_4738_1	MER	7	634	+
H2_Bulk_Litter_12_scaffold_4825_1	H2_Bulk_Litter_12_scaffold_4825_1	MER	37	650	+
H2_Bulk_Litter_12_scaffold_4993_1	H2_Bulk_Litter_12_scaffold_4993_1	MER	1	573	+
H2_Bulk_Litter_12_scaffold_5405_1	H2_Bulk_Litter_12_scaffold_5405_1	MER	8	638	+
H2_Bulk_Litter_12_scaffold_5760_2	H2_Bulk_Litter_12_scaffold_5760_2	MER	13	200	+
H2_Bulk_Litter_12_scaffold_6036_1	H2_Bulk_Litter_12_scaffold_6036_1	MER	11	435	+
H2_Bulk_Litter_12_scaffold_6069_1	H2_Bulk_Litter_12_scaffold_6069_1	MER	7	559	+
H2_Bulk_Litter_12_scaffold_6207_1	H2_Bulk_Litter_12_scaffold_6207_1	MER	4	603	+
H2_Bulk_Litter_12_scaffold_6316_1	H2_Bulk_Litter_12_scaffold_6316_1	MER	1	132	+
H2_Bulk_Litter_12_scaffold_64537_1	H2_Bulk_Litter_12_scaffold_64537_1	MER	26	322	+
H2_Bulk_Litter_12_scaffold_6718_2	H2_Bulk_Litter_12_scaffold_6718_2	MER	1	402	+
H2_Bulk_Litter_12_scaffold_7151_1	H2_Bulk_Litter_12_scaffold_7151_1	MER	15	491	+
H2_Bulk_Litter_12_scaffold_7961_2	H2_Bulk_Litter_12_scaffold_7961_2	MER	1	431	+
H2_Bulk_Litter_12_scaffold_8008_1	H2_Bulk_Litter_12_scaffold_8008_1	MER	1	482	+
H2_Bulk_Litter_12_scaffold_8541_1	H2_Bulk_Litter_12_scaffold_8541_1	MER	1	196	+
H2_Bulk_Litter_12_scaffold_8679_2	H2_Bulk_Litter_12_scaffold_8679_2	MER	129	426	+
H2_Bulk_Litter_12_scaffold_8733_1	H2_Bulk_Litter_12_scaffold_8733_1	MER	45	484	+
H2_Bulk_Litter_12_scaffold_8980_1	H2_Bulk_Litter_12_scaffold_8980_1	MER	20	473	+
H2_Bulk_Litter_12_scaffold_9179_1	H2_Bulk_Litter_12_scaffold_9179_1	MER	4	530	+
H2_Bulk_Litter_12_scaffold_9334_1	H2_Bulk_Litter_12_scaffold_9334_1	MER	122	353	+
H2_Bulk_Litter_12_scaffold_9604_1	H2_Bulk_Litter_12_scaffold_9604_1	MER	70	491	+
H2_Rhizo_31_scaffold_10199_1	H2_Rhizo_31_scaffold_10199_1	MER	1	386	+
H2_Rhizo_31_scaffold_103_3	H2_Rhizo_31_scaffold_103_3	MER	1	695	+
H2_Rhizo_31_scaffold_10799_1	H2_Rhizo_31_scaffold_10799_1	MER	5	314	+
H2_Rhizo_31_scaffold_10930_1	H2_Rhizo_31_scaffold_10930_1	MER	1	347	+
H2_Rhizo_31_scaffold_11017_1	H2_Rhizo_31_scaffold_11017_1	MER	1	311	+
H2_Rhizo_31_scaffold_11253_1	H2_Rhizo_31_scaffold_11253_1	MER	1	478	+
H2_Rhizo_31_scaffold_11719_1	H2_Rhizo_31_scaffold_11719_1	MER	1	449	+
H2_Rhizo_31_scaffold_11790_1	H2_Rhizo_31_scaffold_11790_1	MER	28	446	+
H2_Rhizo_31_scaffold_12454_1	H2_Rhizo_31_scaffold_12454_1	MER	1	402	+
H2_Rhizo_31_scaffold_1246_4	H2_Rhizo_31_scaffold_1246_4	MER	1	160	+
H2_Rhizo_31_scaffold_12848_1	H2_Rhizo_31_scaffold_12848_1	MER	23	357	+
H2_Rhizo_31_scaffold_12912_3	H2_Rhizo_31_scaffold_12912_3	MER	2	226	+
H2_Rhizo_31_scaffold_13141_1	H2_Rhizo_31_scaffold_13141_1	MER	4	443	+
H2_Rhizo_31_scaffold_13336_2	H2_Rhizo_31_scaffold_13336_2	MER	3	158	+
H2_Rhizo_31_scaffold_13880_1	H2_Rhizo_31_scaffold_13880_1	MER	12	377	+
H2_Rhizo_31_scaffold_13951_1	H2_Rhizo_31_scaffold_13951_1	MER	17	442	+
H2_Rhizo_31_scaffold_14476_2	H2_Rhizo_31_scaffold_14476_2	MER	3	288	+
H2_Rhizo_31_scaffold_14552_1	H2_Rhizo_31_scaffold_14552_1	MER	138	409	+
H2_Rhizo_31_scaffold_14737_1	H2_Rhizo_31_scaffold_14737_1	MER	1	324	+
H2_Rhizo_31_scaffold_14877_1	H2_Rhizo_31_scaffold_14877_1	MER	3	378	+
H2_Rhizo_31_scaffold_14947_1	H2_Rhizo_31_scaffold_14947_1	MER	1	408	+
H2_Rhizo_31_scaffold_15582_1	H2_Rhizo_31_scaffold_15582_1	MER	1	378	+
H2_Rhizo_31_scaffold_15853_1	H2_Rhizo_31_scaffold_15853_1	MER	1	410	+
H2_Rhizo_31_scaffold_16078_1	H2_Rhizo_31_scaffold_16078_1	MER	1	357	+
H2_Rhizo_31_scaffold_16305_1	H2_Rhizo_31_scaffold_16305_1	MER	1	144	+
H2_Rhizo_31_scaffold_16653_1	H2_Rhizo_31_scaffold_16653_1	MER	1	414	+
H2_Rhizo_31_scaffold_16854_2	H2_Rhizo_31_scaffold_16854_2	MER	2	207	+
H2_Rhizo_31_scaffold_17125_2	H2_Rhizo_31_scaffold_17125_2	MER	37	339	+
H2_Rhizo_31_scaffold_17496_1	H2_Rhizo_31_scaffold_17496_1	MER	1	390	+
H2_Rhizo_31_scaffold_17684_1	H2_Rhizo_31_scaffold_17684_1	MER	2	398	+
H2_Rhizo_31_scaffold_18192_1	H2_Rhizo_31_scaffold_18192_1	MER	16	332	+
H2_Rhizo_31_scaffold_18209_1	H2_Rhizo_31_scaffold_18209_1	MER	1	370	+
H2_Rhizo_31_scaffold_18339_1	H2_Rhizo_31_scaffold_18339_1	MER	1	147	+
H2_Rhizo_31_scaffold_18347_1	H2_Rhizo_31_scaffold_18347_1	MER	1	388	+
H2_Rhizo_31_scaffold_18655_1	H2_Rhizo_31_scaffold_18655_1	MER	1	352	+
H2_Rhizo_31_scaffold_18827_3	H2_Rhizo_31_scaffold_18827_3	MER	1	229	+
H2_Rhizo_31_scaffold_18926_1	H2_Rhizo_31_scaffold_18926_1	MER	6	356	+
H2_Rhizo_31_scaffold_19441_1	H2_Rhizo_31_scaffold_19441_1	MER	1	390	+
H2_Rhizo_31_scaffold_19583_1	H2_Rhizo_31_scaffold_19583_1	MER	3	386	+
H2_Rhizo_31_scaffold_19979_2	H2_Rhizo_31_scaffold_19979_2	MER	18	151	+
H2_Rhizo_31_scaffold_20219_1	H2_Rhizo_31_scaffold_20219_1	MER	1	384	+
H2_Rhizo_31_scaffold_20672_1	H2_Rhizo_31_scaffold_20672_1	MER	1	350	+
H2_Rhizo_31_scaffold_20869_1	H2_Rhizo_31_scaffold_20869_1	MER	1	379	+
H2_Rhizo_31_scaffold_20927_1	H2_Rhizo_31_scaffold_20927_1	MER	10	319	+
H2_Rhizo_31_scaffold_21047_1	H2_Rhizo_31_scaffold_21047_1	MER	1	338	+
H2_Rhizo_31_scaffold_21761_1	H2_Rhizo_31_scaffold_21761_1	MER	26	301	+
H2_Rhizo_31_scaffold_2204_1	H2_Rhizo_31_scaffold_2204_1	MER	1	751	+
H2_Rhizo_31_scaffold_23229_1	H2_Rhizo_31_scaffold_23229_1	MER	4	322	+
H2_Rhizo_31_scaffold_2345_1	H2_Rhizo_31_scaffold_2345_1	MER	1	624	+
H2_Rhizo_31_scaffold_24023_1	H2_Rhizo_31_scaffold_24023_1	MER	1	205	+
H2_Rhizo_31_scaffold_24053_2	H2_Rhizo_31_scaffold_24053_2	MER	5	141	+
H2_Rhizo_31_scaffold_24130_1	H2_Rhizo_31_scaffold_24130_1	MER	12	355	+
H2_Rhizo_31_scaffold_24_2	H2_Rhizo_31_scaffold_24_2	MER	1	323	+
H2_Rhizo_31_scaffold_2426_3	H2_Rhizo_31_scaffold_2426_3	MER	46	172	+
H2_Rhizo_31_scaffold_24667_1	H2_Rhizo_31_scaffold_24667_1	MER	3	193	+
H2_Rhizo_31_scaffold_24705_1	H2_Rhizo_31_scaffold_24705_1	MER	1	356	+
H2_Rhizo_31_scaffold_24834_1	H2_Rhizo_31_scaffold_24834_1	MER	1	355	+
H2_Rhizo_31_scaffold_24889_1	H2_Rhizo_31_scaffold_24889_1	MER	1	274	+
H2_Rhizo_31_scaffold_25197_1	H2_Rhizo_31_scaffold_25197_1	MER	1	344	+
H2_Rhizo_31_scaffold_25259_1	H2_Rhizo_31_scaffold_25259_1	MER	9	301	+
H2_Rhizo_31_scaffold_25341_1	H2_Rhizo_31_scaffold_25341_1	MER	94	249	+
H2_Rhizo_31_scaffold_25366_1	H2_Rhizo_31_scaffold_25366_1	MER	17	310	+
H2_Rhizo_31_scaffold_25390_1	H2_Rhizo_31_scaffold_25390_1	MER	86	316	+
H2_Rhizo_31_scaffold_25560_1	H2_Rhizo_31_scaffold_25560_1	MER	15	180	+
H2_Rhizo_31_scaffold_25684_1	H2_Rhizo_31_scaffold_25684_1	MER	2	348	+
H2_Rhizo_31_scaffold_26172_2	H2_Rhizo_31_scaffold_26172_2	MER	5	283	+
H2_Rhizo_31_scaffold_26359_1	H2_Rhizo_31_scaffold_26359_1	MER	1	345	+
H2_Rhizo_31_scaffold_26456_1	H2_Rhizo_31_scaffold_26456_1	MER	78	327	+
H2_Rhizo_31_scaffold_2659_1	H2_Rhizo_31_scaffold_2659_1	MER	12	761	+
H2_Rhizo_31_scaffold_26639_1	H2_Rhizo_31_scaffold_26639_1	MER	1	335	+
H2_Rhizo_31_scaffold_26862_2	H2_Rhizo_31_scaffold_26862_2	MER	1	294	+
H2_Rhizo_31_scaffold_2708_3	H2_Rhizo_31_scaffold_2708_3	MER	223	569	+
H2_Rhizo_31_scaffold_27177_1	H2_Rhizo_31_scaffold_27177_1	MER	28	261	+
H2_Rhizo_31_scaffold_2858_2	H2_Rhizo_31_scaffold_2858_2	MER	1	319	+
H2_Rhizo_31_scaffold_28701_1	H2_Rhizo_31_scaffold_28701_1	MER	1	332	+
H2_Rhizo_31_scaffold_28953_1	H2_Rhizo_31_scaffold_28953_1	MER	29	320	+
H2_Rhizo_31_scaffold_29292_1	H2_Rhizo_31_scaffold_29292_1	MER	15	313	+
H2_Rhizo_31_scaffold_29947_1	H2_Rhizo_31_scaffold_29947_1	MER	40	385	+
H2_Rhizo_31_scaffold_31535_1	H2_Rhizo_31_scaffold_31535_1	MER	37	317	+
H2_Rhizo_31_scaffold_3263_2	H2_Rhizo_31_scaffold_3263_2	MER	1	424	+
H2_Rhizo_31_scaffold_3400_1	H2_Rhizo_31_scaffold_3400_1	MER	66	725	+
H2_Rhizo_31_scaffold_3622_2	H2_Rhizo_31_scaffold_3622_2	MER	13	555	+
H2_Rhizo_31_scaffold_3686_1	H2_Rhizo_31_scaffold_3686_1	MER	7	434	+
H2_Rhizo_31_scaffold_4198_1	H2_Rhizo_31_scaffold_4198_1	MER	1	674	+
H2_Rhizo_31_scaffold_4327_1	H2_Rhizo_31_scaffold_4327_1	MER	26	364	+
H2_Rhizo_31_scaffold_4426_2	H2_Rhizo_31_scaffold_4426_2	MER	1	186	+
H2_Rhizo_31_scaffold_4446_1	H2_Rhizo_31_scaffold_4446_1	MER	14	648	+
H2_Rhizo_31_scaffold_4693_4	H2_Rhizo_31_scaffold_4693_4	MER	47	245	+
H2_Rhizo_31_scaffold_5259_1	H2_Rhizo_31_scaffold_5259_1	MER	25	496	+
H2_Rhizo_31_scaffold_5325_1	H2_Rhizo_31_scaffold_5325_1	MER	11	623	+
H2_Rhizo_31_scaffold_5363_1	H2_Rhizo_31_scaffold_5363_1	MER	1	612	+
H2_Rhizo_31_scaffold_5382_1	H2_Rhizo_31_scaffold_5382_1	MER	5	522	+
H2_Rhizo_31_scaffold_5849_1	H2_Rhizo_31_scaffold_5849_1	MER	47	463	+
H2_Rhizo_31_scaffold_5902_1	H2_Rhizo_31_scaffold_5902_1	MER	6	600	+
H2_Rhizo_31_scaffold_6125_2	H2_Rhizo_31_scaffold_6125_2	MER	3	504	+
H2_Rhizo_31_scaffold_6180_2	H2_Rhizo_31_scaffold_6180_2	MER	1	197	+
H2_Rhizo_31_scaffold_63835_1	H2_Rhizo_31_scaffold_63835_1	MER	6	240	+
H2_Rhizo_31_scaffold_64_3	H2_Rhizo_31_scaffold_64_3	MER	1	329	+
H2_Rhizo_31_scaffold_6459_2	H2_Rhizo_31_scaffold_6459_2	MER	1	460	+
H2_Rhizo_31_scaffold_6460_3	H2_Rhizo_31_scaffold_6460_3	MER	36	220	+
H2_Rhizo_31_scaffold_66_2	H2_Rhizo_31_scaffold_66_2	MER	1	707	+
H2_Rhizo_31_scaffold_7095_1	H2_Rhizo_31_scaffold_7095_1	MER	42	360	+
H2_Rhizo_31_scaffold_7342_2	H2_Rhizo_31_scaffold_7342_2	MER	1	412	+
H2_Rhizo_31_scaffold_7469_1	H2_Rhizo_31_scaffold_7469_1	MER	35	321	+
H2_Rhizo_31_scaffold_7513_2	H2_Rhizo_31_scaffold_7513_2	MER	1	432	+
H2_Rhizo_31_scaffold_7718_2	H2_Rhizo_31_scaffold_7718_2	MER	1	514	+
H2_Rhizo_31_scaffold_77526_1	H2_Rhizo_31_scaffold_77526_1	MER	1	325	+
H2_Rhizo_31_scaffold_8018_2	H2_Rhizo_31_scaffold_8018_2	MER	15	226	+
H2_Rhizo_31_scaffold_8458_1	H2_Rhizo_31_scaffold_8458_1	MER	1	524	+
H2_Rhizo_31_scaffold_8617_2	H2_Rhizo_31_scaffold_8617_2	MER	1	171	+
H2_Rhizo_31_scaffold_8705_1	H2_Rhizo_31_scaffold_8705_1	MER	5	112	+
H2_Rhizo_31_scaffold_8710_1	H2_Rhizo_31_scaffold_8710_1	MER	1	411	+
H2_Rhizo_31_scaffold_8978_1	H2_Rhizo_31_scaffold_8978_1	MER	1	194	+
H2_Rhizo_31_scaffold_9216_1	H2_Rhizo_31_scaffold_9216_1	MER	1	515	+
H2_Rhizo_31_scaffold_9597_1	H2_Rhizo_31_scaffold_9597_1	MER	1	507	+
H2_Rhizo_31_scaffold_9781_1	H2_Rhizo_31_scaffold_9781_1	MER	31	452	+
H2_Rhizo_31_scaffold_9898_2	H2_Rhizo_31_scaffold_9898_2	MER	1	377	+
H2_Rhizo_32_scaffold_10080_1	H2_Rhizo_32_scaffold_10080_1	MER	2	516	+
H2_Rhizo_32_scaffold_10104_1	H2_Rhizo_32_scaffold_10104_1	MER	32	487	+
H2_Rhizo_32_scaffold_10383_1	H2_Rhizo_32_scaffold_10383_1	MER	1	169	+
H2_Rhizo_32_scaffold_10611_2	H2_Rhizo_32_scaffold_10611_2	MER	1	340	+
H2_Rhizo_32_scaffold_11183_1	H2_Rhizo_32_scaffold_11183_1	MER	10	442	+
H2_Rhizo_32_scaffold_11242_1	H2_Rhizo_32_scaffold_11242_1	MER	3	308	+
H2_Rhizo_32_scaffold_11277_2	H2_Rhizo_32_scaffold_11277_2	MER	21	163	+
H2_Rhizo_32_scaffold_12229_1	H2_Rhizo_32_scaffold_12229_1	MER	1	423	+
H2_Rhizo_32_scaffold_12283_1	H2_Rhizo_32_scaffold_12283_1	MER	9	482	+
H2_Rhizo_32_scaffold_12313_2	H2_Rhizo_32_scaffold_12313_2	MER	1	452	+
H2_Rhizo_32_scaffold_12693_1	H2_Rhizo_32_scaffold_12693_1	MER	1	439	+
H2_Rhizo_32_scaffold_12739_2	H2_Rhizo_32_scaffold_12739_2	MER	3	327	+
H2_Rhizo_32_scaffold_12800_2	H2_Rhizo_32_scaffold_12800_2	MER	1	279	+
H2_Rhizo_32_scaffold_13158_2	H2_Rhizo_32_scaffold_13158_2	MER	1	354	+
H2_Rhizo_32_scaffold_1337_3	H2_Rhizo_32_scaffold_1337_3	MER	3	668	+
H2_Rhizo_32_scaffold_13409_1	H2_Rhizo_32_scaffold_13409_1	MER	1	430	+
H2_Rhizo_32_scaffold_13730_2	H2_Rhizo_32_scaffold_13730_2	MER	36	356	+
H2_Rhizo_32_scaffold_14337_2	H2_Rhizo_32_scaffold_14337_2	MER	46	365	+
H2_Rhizo_32_scaffold_1488_2	H2_Rhizo_32_scaffold_1488_2	MER	1	505	+
H2_Rhizo_32_scaffold_15486_1	H2_Rhizo_32_scaffold_15486_1	MER	17	395	+
H2_Rhizo_32_scaffold_1580_1	H2_Rhizo_32_scaffold_1580_1	MER	41	917	+
H2_Rhizo_32_scaffold_15999_1	H2_Rhizo_32_scaffold_15999_1	MER	31	178	+
H2_Rhizo_32_scaffold_16136_1	H2_Rhizo_32_scaffold_16136_1	MER	1	300	+
H2_Rhizo_32_scaffold_16213_1	H2_Rhizo_32_scaffold_16213_1	MER	3	423	+
H2_Rhizo_32_scaffold_16319_1	H2_Rhizo_32_scaffold_16319_1	MER	1	225	+
H2_Rhizo_32_scaffold_16422_1	H2_Rhizo_32_scaffold_16422_1	MER	3	415	+
H2_Rhizo_32_scaffold_16429_1	H2_Rhizo_32_scaffold_16429_1	MER	1	317	+
H2_Rhizo_32_scaffold_16474_2	H2_Rhizo_32_scaffold_16474_2	MER	6	258	+
H2_Rhizo_32_scaffold_16478_3	H2_Rhizo_32_scaffold_16478_3	MER	1	103	+
H2_Rhizo_32_scaffold_168_3	H2_Rhizo_32_scaffold_168_3	MER	1	318	+
H2_Rhizo_32_scaffold_17546_1	H2_Rhizo_32_scaffold_17546_1	MER	10	415	+
H2_Rhizo_32_scaffold_17741_1	H2_Rhizo_32_scaffold_17741_1	MER	1	184	+
H2_Rhizo_32_scaffold_17975_1	H2_Rhizo_32_scaffold_17975_1	MER	8	420	+
H2_Rhizo_32_scaffold_18010_1	H2_Rhizo_32_scaffold_18010_1	MER	83	306	+
H2_Rhizo_32_scaffold_18161_1	H2_Rhizo_32_scaffold_18161_1	MER	1	403	+
H2_Rhizo_32_scaffold_18375_1	H2_Rhizo_32_scaffold_18375_1	MER	1	358	+
H2_Rhizo_32_scaffold_18434_1	H2_Rhizo_32_scaffold_18434_1	MER	1	384	+
H2_Rhizo_32_scaffold_18519_1	H2_Rhizo_32_scaffold_18519_1	MER	2	348	+
H2_Rhizo_32_scaffold_18701_2	H2_Rhizo_32_scaffold_18701_2	MER	1	239	+
H2_Rhizo_32_scaffold_18900_1	H2_Rhizo_32_scaffold_18900_1	MER	1	412	+
H2_Rhizo_32_scaffold_18943_1	H2_Rhizo_32_scaffold_18943_1	MER	30	413	+
H2_Rhizo_32_scaffold_19007_1	H2_Rhizo_32_scaffold_19007_1	MER	1	185	+
H2_Rhizo_32_scaffold_19007_2	H2_Rhizo_32_scaffold_19007_2	MER	5	231	+
H2_Rhizo_32_scaffold_19119_1	H2_Rhizo_32_scaffold_19119_1	MER	1	392	+
H2_Rhizo_32_scaffold_19153_2	H2_Rhizo_32_scaffold_19153_2	MER	1	155	+
H2_Rhizo_32_scaffold_19411_1	H2_Rhizo_32_scaffold_19411_1	MER	1	327	+
H2_Rhizo_32_scaffold_20122_1	H2_Rhizo_32_scaffold_20122_1	MER	3	311	+
H2_Rhizo_32_scaffold_20263_1	H2_Rhizo_32_scaffold_20263_1	MER	1	135	+
H2_Rhizo_32_scaffold_2047_4	H2_Rhizo_32_scaffold_2047_4	MER	1	274	+
H2_Rhizo_32_scaffold_20644_1	H2_Rhizo_32_scaffold_20644_1	MER	14	400	+
H2_Rhizo_32_scaffold_20832_2	H2_Rhizo_32_scaffold_20832_2	MER	2	324	+
H2_Rhizo_32_scaffold_20872_3	H2_Rhizo_32_scaffold_20872_3	MER	1	209	+
H2_Rhizo_32_scaffold_21074_2	H2_Rhizo_32_scaffold_21074_2	MER	28	360	+
H2_Rhizo_32_scaffold_21176_1	H2_Rhizo_32_scaffold_21176_1	MER	1	296	+
H2_Rhizo_32_scaffold_21899_1	H2_Rhizo_32_scaffold_21899_1	MER	17	367	+
H2_Rhizo_32_scaffold_22223_1	H2_Rhizo_32_scaffold_22223_1	MER	11	374	+
H2_Rhizo_32_scaffold_22255_1	H2_Rhizo_32_scaffold_22255_1	MER	11	276	+
H2_Rhizo_32_scaffold_22326_2	H2_Rhizo_32_scaffold_22326_2	MER	1	227	+
H2_Rhizo_32_scaffold_22479_1	H2_Rhizo_32_scaffold_22479_1	MER	1	355	+
H2_Rhizo_32_scaffold_22865_1	H2_Rhizo_32_scaffold_22865_1	MER	70	261	+
H2_Rhizo_32_scaffold_22912_1	H2_Rhizo_32_scaffold_22912_1	MER	1	197	+
H2_Rhizo_32_scaffold_23178_1	H2_Rhizo_32_scaffold_23178_1	MER	1	353	+
H2_Rhizo_32_scaffold_23437_1	H2_Rhizo_32_scaffold_23437_1	MER	3	188	+
H2_Rhizo_32_scaffold_23520_1	H2_Rhizo_32_scaffold_23520_1	MER	30	338	+
H2_Rhizo_32_scaffold_23706_1	H2_Rhizo_32_scaffold_23706_1	MER	1	126	+
H2_Rhizo_32_scaffold_23709_2	H2_Rhizo_32_scaffold_23709_2	MER	42	235	+
H2_Rhizo_32_scaffold_23712_1	H2_Rhizo_32_scaffold_23712_1	MER	29	261	+
H2_Rhizo_32_scaffold_23715_1	H2_Rhizo_32_scaffold_23715_1	MER	135	341	+
H2_Rhizo_32_scaffold_24390_1	H2_Rhizo_32_scaffold_24390_1	MER	15	351	+
H2_Rhizo_32_scaffold_24395_1	H2_Rhizo_32_scaffold_24395_1	MER	21	363	+
H2_Rhizo_32_scaffold_24549_1	H2_Rhizo_32_scaffold_24549_1	MER	1	278	+
H2_Rhizo_32_scaffold_25198_1	H2_Rhizo_32_scaffold_25198_1	MER	2	372	+
H2_Rhizo_32_scaffold_25638_1	H2_Rhizo_32_scaffold_25638_1	MER	1	370	+
H2_Rhizo_32_scaffold_2581_1	H2_Rhizo_32_scaffold_2581_1	MER	52	776	+
H2_Rhizo_32_scaffold_26082_4	H2_Rhizo_32_scaffold_26082_4	MER	2	87	+
H2_Rhizo_32_scaffold_26292_2	H2_Rhizo_32_scaffold_26292_2	MER	2	180	+
H2_Rhizo_32_scaffold_27065_1	H2_Rhizo_32_scaffold_27065_1	MER	1	274	+
H2_Rhizo_32_scaffold_27151_1	H2_Rhizo_32_scaffold_27151_1	MER	4	268	+
H2_Rhizo_32_scaffold_27155_1	H2_Rhizo_32_scaffold_27155_1	MER	18	360	+
H2_Rhizo_32_scaffold_27834_1	H2_Rhizo_32_scaffold_27834_1	MER	1	354	+
H2_Rhizo_32_scaffold_27917_2	H2_Rhizo_32_scaffold_27917_2	MER	1	289	+
H2_Rhizo_32_scaffold_29064_1	H2_Rhizo_32_scaffold_29064_1	MER	1	328	+
H2_Rhizo_32_scaffold_29697_1	H2_Rhizo_32_scaffold_29697_1	MER	10	350	+
H2_Rhizo_32_scaffold_29800_2	H2_Rhizo_32_scaffold_29800_2	MER	1	186	+
H2_Rhizo_32_scaffold_29886_1	H2_Rhizo_32_scaffold_29886_1	MER	18	298	+
H2_Rhizo_32_scaffold_30115_1	H2_Rhizo_32_scaffold_30115_1	MER	1	286	+
H2_Rhizo_32_scaffold_30287_1	H2_Rhizo_32_scaffold_30287_1	MER	20	348	+
H2_Rhizo_32_scaffold_30452_2	H2_Rhizo_32_scaffold_30452_2	MER	17	134	+
H2_Rhizo_32_scaffold_3187_3	H2_Rhizo_32_scaffold_3187_3	MER	64	502	+
H2_Rhizo_32_scaffold_31916_1	H2_Rhizo_32_scaffold_31916_1	MER	10	265	+
H2_Rhizo_32_scaffold_32290_1	H2_Rhizo_32_scaffold_32290_1	MER	1	538	+
H2_Rhizo_32_scaffold_32469_1	H2_Rhizo_32_scaffold_32469_1	MER	12	339	+
H2_Rhizo_32_scaffold_32483_1	H2_Rhizo_32_scaffold_32483_1	MER	3	337	+
H2_Rhizo_32_scaffold_33507_1	H2_Rhizo_32_scaffold_33507_1	MER	66	257	+
H2_Rhizo_32_scaffold_3355_1	H2_Rhizo_32_scaffold_3355_1	MER	41	220	+
H2_Rhizo_32_scaffold_33584_1	H2_Rhizo_32_scaffold_33584_1	MER	1	262	+
H2_Rhizo_32_scaffold_3413_1	H2_Rhizo_32_scaffold_3413_1	MER	1	730	+
H2_Rhizo_32_scaffold_3668_2	H2_Rhizo_32_scaffold_3668_2	MER	4	503	+
H2_Rhizo_32_scaffold_369_1	H2_Rhizo_32_scaffold_369_1	MER	4	505	+
H2_Rhizo_32_scaffold_3801_1	H2_Rhizo_32_scaffold_3801_1	MER	43	714	+
H2_Rhizo_32_scaffold_4073_3	H2_Rhizo_32_scaffold_4073_3	MER	1	294	+
H2_Rhizo_32_scaffold_4164_2	H2_Rhizo_32_scaffold_4164_2	MER	1	486	+
H2_Rhizo_32_scaffold_4482_1	H2_Rhizo_32_scaffold_4482_1	MER	1	365	+
H2_Rhizo_32_scaffold_4598_1	H2_Rhizo_32_scaffold_4598_1	MER	1	333	+
H2_Rhizo_32_scaffold_46246_3	H2_Rhizo_32_scaffold_46246_3	MER	1	246	+
H2_Rhizo_32_scaffold_4703_1	H2_Rhizo_32_scaffold_4703_1	MER	1	601	+
H2_Rhizo_32_scaffold_4815_2	H2_Rhizo_32_scaffold_4815_2	MER	1	294	+
H2_Rhizo_32_scaffold_5121_1	H2_Rhizo_32_scaffold_5121_1	MER	38	648	+
H2_Rhizo_32_scaffold_5366_2	H2_Rhizo_32_scaffold_5366_2	MER	3	207	+
H2_Rhizo_32_scaffold_5403_1	H2_Rhizo_32_scaffold_5403_1	MER	1	518	+
